,"Trade Date","Order ID","Action","Sym/Description",,,"Qty","Price","Comm","Amount"
,,,,"LENNAR CORP","",,,,,
,,,,"SETTLEMENT DATE: 08/05/2014","",,,,,
,"07/31/2014","ABTK7987","Sell","SYMBOL: CBS","CBS",,38,57.3,2.51,2174.84
,,,,"CBS CORP NEW CL B","",,,,,
,,,,"SETTLEMENT DATE: 08/05/2014","",,,,,
,"07/31/2014","ABTL1029","Sell","SYMBOL: AA","AA",,100,16.42,2.51,1639.45
,,,,"ALCOA INC","",,,,,
,,,,"SETTLEMENT DATE: 08/05/2014","",,,,,
,"07/31/2014","ABTL2915","Sell","SYMBOL: PEP","PEP",,20,88.24,2.51,1762.25
,,,,"PEPSICO INC","",,,,,
,,,,"SETTLEMENT DATE: 08/05/2014","",,,,,
,"07/30/2014","ABTL2896","Buy","SYMBOL: PEP","PEP",,20,89.17,2.5,-1785.9
,,,,"PEPSICO INC","",,,,,
,,,,"SETTLEMENT DATE: 08/04/2014","",,,,,
,"07/30/2014","ABTL0700","Sell","SYMBOL: TSL","TSL",,100,11.3,2.52,1127.45
,,,,"TRINA SOLAR LTD SPONSORED ADR","",,,,,
,,,,"SETTLEMENT DATE: 08/04/2014","",,,,,
,"07/29/2014","ABTL1396","Buy-Call-Open","SYMBOL: CMCSA.C.55.00.20140920","CMC",,2,1.45,3.58,-293.58
,,,,"CALL COMCAST CORP CL A $55 EXP 09/20/14","",,,,,
,,,,"SETTLEMENT DATE: 07/30/2014","",,,,,
,"07/29/2014","ABTL0713","Buy","SYMBOL: LEN","LEN",,50,37.15,2.5,-1860
,,,,"LENNAR CORP","",,,,,
,,,,"SETTLEMENT DATE: 08/01/2014","",,,,,
,"07/29/2014","ABTL0486","Buy","SYMBOL: TSL","TSL",,100,11.66,2.5,-1168.5
,,,,"TRINA SOLAR LTD SPONSORED ADR","",,,,,
,,,,"SETTLEMENT DATE: 08/01/2014","",,,,,
,"07/29/2014","ABTL0497","Buy","SYMBOL: X","X",,50,28.06,2.5,-1405.5
,,,,"UNITED STATES STEEL CORP NEW","",,,,,
,,,,"SETTLEMENT DATE: 08/01/2014","",,,,,
,"07/28/2014","ABTK7963","Buy","SYMBOL: CBS","CBS",,38,57.59,2.5,-2190.92
,,,,"CBS CORP NEW CL B","",,,,,
,,,,"SETTLEMENT DATE: 07/31/2014","",,,,,
,"07/25/2014","ABTK4970","Buy","SYMBOL: UNG","UNG",,100,20.8,2.5,-2082.5
,,,,"UNITED STATES NAT GAS FUND PAR $0.001","",,,,,
,,,,"LTD PARTNERSHIP","",,,,,
,,,,"SETTLEMENT DATE: 07/30/2014","",,,,,
,"07/25/2014",,"DIVIDEND PAYMENT","SYMBOL: GG","GG",,77,0,0,3.85
,,,,"GOLDCORP INC NEW 072514 77","",,,,,
,,,,"SETTLEMENT DATE: 07/25/2014","",,,,,
,"07/10/2014","ABTH7845","Sell","SYMBOL: AUY","AUY",,100,8.25,2.51,822.47
,,,,"YAMANA GOLD INC","",,,,,
,,,,"SETTLEMENT DATE: 07/15/2014","",,,,,
,"07/10/2014","ABTH4056","Sell","SYMBOL: DDD","DDD",,30,56,2.51,1677.45
,,,,"3D SYSTEMS CORP DEL NEW","",,,,,
,,,,"SETTLEMENT DATE: 07/15/2014","",,,,,
,"07/10/2014","ABTH6983","Buy","SYMBOL: AUY","AUY",,100,8.48,2.5,-850.5
,,,,"YAMANA GOLD INC","",,,,,
,,,,"SETTLEMENT DATE: 07/15/2014","",,,,,
,"07/10/2014","ABTF8931","Sell","SYMBOL: WM","WM",,48,44,2.51,2109.44
,,,,"WASTE MANAGEMENT INC DEL","",,,,,
,,,,"SETTLEMENT DATE: 07/15/2014","",,,,,
,"07/09/2014","ABTH4370","Buy","SYMBOL: GG","GG",,77,28.29,2.5,-2180.83
,,,,"GOLDCORP INC NEW","",,,,,
,,,,"SETTLEMENT DATE: 07/14/2014","",,,,,
,"07/09/2014","ABTH3756","Buy","SYMBOL: WB","WB",,100,19.51,2.5,-1953.5
,,,,"WEIBO CORP SPONSORED ADR","",,,,,
,,,,"SETTLEMENT DATE: 07/14/2014","",,,,,
,"07/08/2014","ABTH2915","Buy","SYMBOL: DDD","DDD",,30,57.3,2.5,-1721.5
,,,,"3D SYSTEMS CORP DEL NEW","",,,,,
,,,,"SETTLEMENT DATE: 07/11/2014","",,,,,
,"07/08/2014","ABTD2154","Sell","SYMBOL: WB","WB",,100,19.03,2.51,1900.44
,,,,"WEIBO CORP SPONSORED ADR","",,,,,
,,,,"SETTLEMENT DATE: 07/11/2014","",,,,,
,"07/08/2014","ABTG4774","Sell","SYMBOL: DDD","DDD",,38,59.15,2.51,2245.14
,,,,"3D SYSTEMS CORP DEL NEW","",,,,,
,,,,"SETTLEMENT DATE: 07/11/2014","",,,,,
,"07/07/2014","ABTF8834","Sell","SYMBOL: GOGO","GOG",,110,18.4,2.51,2021.44
,,,,"GOGO INC","",,,,,
,,,,"SETTLEMENT DATE: 07/10/2014","",,,,,
